あ
ああ<副>            那么;那样
なか[中]            里面;其中
ながい[長い]        长;远
ながいき[長生き]    长寿
ながさ[長さ]        长度
ながし[流し]        水池子
ながす[流す/他]     冲掉;放流
なかなおり[仲直り(する/自)] 言归于好
なかなか            相当;不容易???
なかば[半ば]        半途;一半;中间
ながびく[長引く/自] 拖长;拖延
なかま[仲間]        同志;伙伴;同类
なかみ[中味]        内容;馅儿
ながめ[眺め]        眺望;景致
ながめる[眺める/他]  眺望;凝视;注视;远眺
なかよく[仲良く(する/自)] 和睦相处
ながれ[流れ]        水流;河流;潮流
ながれる[流れる/自] 流;冲;漂
なく[泣?鳴く/自]   哭;叫;为难;伤脑筋
なぐさめる[慰める/他] 安慰
なくす/他           失去;丢失;丢掉;死
なくなる/自         丢失;遗失;死;故去
なぐる/他           打;揍;殴打
なげく[嘆く/他]     叹气;哀叹;慨叹
なげる[投げる/他]   投;摔;扔;放弃
なこうど[仲人]      媒人
なごやか(な)        温和;和睦
なごり[名残り]      惜别;依恋;遗迹
なさけ[情け]        人情;同情;仁慈
なさけぶかい[情け深い]仁慈的;富于同情
なさる/他           (敬语表现)为;做
なしで           (否定表现)无;没有???
なす                茄子
なぜ                为什么;何故
なぜなら            因为
なぞ[謎]         谜语;谜;不可知的事物
なだかい[名高い]    有名;著名;出名
なだれ              雪崩
なつ[夏]            夏天;夏季
なつかしい[懐かしい] 怀念
なづける[名づける/他] 起名;定名
なつやすみ[夏休み]  暑假
なでる/他           抚摸;梳整
なな[七]            七
ななつ[七つ]        七;七个;七岁
ななめ(の)          歪;斜;情绪不好
なに[何]            什么;哪个
なにか[何か]        什么;某种;总觉得
なにしろ           无论怎样;反正;因为
なのか[七日]        七日;七号;七天
なふだ[名札]        姓名牌;名牌
なべ                锅;火锅
なま[生]            生;鲜;直接
なまいき[生意気(な)] 自大;狂妄
なまえ[名前]        姓名;名称
なまける/自         懈怠;懒惰
なまり[鉛]          铅
なみ[波]            波浪;低起伏
なみき[並木]        街道树
なみだ[涙]          眼泪
なめらか(な)        滑溜;流利;顺溜
なめる/他           舔;尝
なやみ[悩み]        烦恼;苦脑
なやむ[悩む/他]     烦恼;痛苦
ならう[習う/他]     学习;练习
ならす[鳴らす/他]   弄出声音;出名
ならぶ[並ぶ/自]     排;列
ならべる[並べる/他] 排列;陈列
なる/自             成为;组成;变成
なる[鳴る/自]       响
なるべく            尽量;尽可能
なるほど           原来如此;果然;的确
なれる[慣れる/自]   适应;习惯;熟练
なわ[縄]            绳;绳子;绳索
なんきょく[南極]    南极
なんぜん[何千]      几千
なんだか           (不知为什么)总觉得
なんて              ???之类的
なんど[何度]        几次
なんとか            想办法;勉强;某 
なんとなく       总觉得;总有点;不由得
なんびゃく[何百]    几百
なんぼく[南北]      南方和北方;南北

に
に[二]              二;两
に[荷]              货物;行李
にあう[似合う/自]   相配
にいさん[兄さん]    (称呼)哥哥
にえる[煮える/自]   煮熟;煮烂
におい[匂い]        气味儿;香味儿
にかい[二階]        二层;二楼
にがい[苦い]        苦;痛苦
にがす[逃がす/他]  放跑;错过;没有抓住
にがて[苦手]       最怕;难对付;不善于
にぎやか(な)        热闹;繁华;喧闹的
にぎる[握る/他]    握;抓;攥;掌握;抓住
にく[肉]            肉
にくい[憎い]        可憎;可恨
にくたい[肉体]      肉体
にくむ[憎む/他]     憎恨;厌恶
にくらしい[憎らしい]讨厌;憎恨
にげだす[逃げ出す/自] 逃出
にげる[逃げる/自]   逃跑;逃避(责任等);逃遁
にこにこ            笑嘻嘻;微笑貌
にごる[濁る/自]     混浊;不清
にし[西]            西;西方
にじ[虹]            彩虹
にせもの[偽物]      冒牌货;赝品
にち[日]            日;天
にちじ[日時]        日期和时间
にちじょう[日常(の)] 日常;平时
にちよう[日曜]      星期日
にちようひん[日用品] 日用品
にっかん[日刊]      日刊
にっき[日記]        日记
にづくり[荷造り]    收拾行李
にっこう[日光]      日光;阳光
にっちゅう[日中]    白天;日本和中国
にってい[日程]      日程
にぶい[鈍い]        顿;迟钝;不响亮
にもかかわらず      尽管???可是???
にもつ[荷物]        行李;货物;负担
ニュアンス        (意义语气等的)语感
にゅういん[入院(する/自)] 住院
にゅうがく[入学(する/自)] 入学
にゅうこく[入国(する/自)] 入境
にゅうじょう[入場(する/自)] 入场
にゅうじょうけん[入場券] 入场券
ニュース            新闻;消息
にゅうよく[入浴(する/自)] 入浴;洗澡;沐浴
にらむ/他           瞪眼;盯视;注视
にる[似る/自]       相似;相象;类似
にる[煮る/他]       煮;炖;熬;煨;焖
にわ[庭]            院子;庭园
にわかあめ[にわか雨] 阵雨;骤雨
にわとり[鶏]        鸡
にんき[人気]    人望;声望;人缘;受欢迎
にんぎょう[人形]    娃娃;偶人
にんげん[人間]      人;人类;人品
にんしき[認識(する/他)] 认识;理解
にんじょう[人情]    人情
にんしん[妊娠(する/自)] 妊娠;怀孕
にんじん[人参]      胡罗卜
にんずう[人数]      人数
にんむ[任務]        任务

ぬ
ぬう[縫う/他]       缝;缝合;穿过
ぬく[抜く/他]       抽出;拔掉;选出
ぬぐ[脱ぐ/他]       脱;摘掉
ぬける[抜ける/自]   脱落;穿过;脱离
ぬすむ[盗む/他]     偷盗;偷空
ぬの[布]            布;布匹
ぬま[沼]            沼泽
ぬらす[濡らす/他]   弄湿;淋湿
ぬる[塗る/他]       涂;擦;抹
ぬるい          温;不凉不热;温和不严
ぬれる[濡れる/自]   濡湿;淋湿;沾湿


ね
ね[値]              价钱
ね[根]              根;根部;根底
ねあがり[値上がり(する/自)] 涨价;价格上涨
ねあげ[値上げ(する/他)] 加价;涨价
ねうち[値うち]      价值
ねえさん[姉さん]    (称呼)姐姐
ねがい[願い]        愿望;请求;心愿
ねがう[願う/他]   请求;要求;恳求;愿望
ねぎ                葱
ネクタイ            领带
ねこ[猫]            猫
ねさがり[値下がり/自(する/自)] 掉价
ねさげ[値下げ(する/他)] 减价
ねじ                螺丝钉
ねじる/他           拧上;扭上
ねずみ              老鼠;耗子
ねだん[値段]        价钱;价格
ねつ[熱]            热;(发)烧;热情
ネックレス          项链;项圈
ねっしん[熱心(な)]  热心
ねっする[熱する/他] 热;加热;激动;兴奋
ねったい[熱帯]      热带
ねっとう[熱湯]      热水;开水
ねびき[値引き]      减价
ねぼう[寝坊(する/自)] 睡懒觉
ねまき[寝巻]        睡衣
ねむい[眠い]        困;困倦的;想睡觉
ねむる[眠る/自]     睡觉;安息
ねらい              瞄准;目标;目的
ねらう/他          瞄准;寻找???的机会
ねる[寝る/自]       睡;睡觉;躺;卧 
ねる[練る/他]       揉;拌搅;仔细推敲
ねんがじょう[年賀状] 贺年卡
ねんがっぴ[年月日]  年月日
ねんかん[年間]      年间
ねんげつ[年月]      年月;光阴
ねんだい[年代]      年代
ねんど[年度]      (会计)年度;(毕业)届
ねんまつ[年末]      年末;年底
ねんりょう[燃料]    燃料
ねんれい[年齢]      年龄;岁数

の
の[野]              田野;野地
のう[脳]            大脑;脑筋
のうか[農家]        农家;农户
のうぎょう[農業]    农业
のうじょう[農場]    农场
のうそん[農村]      农村;乡村
のうみん[農民]      农民
のうりつ[能率]      效率;劳动生产率
のうりょく[能力]    能力
ノート              笔记本
のこぎり            锯子
のこす[残す/他]     留下;剩下
のこり[残り]        剩余;残余
のこる[残る/自]     剩余;残存;残留
のせる[乗?載せる/他] 装载;记载;播送;参加
のぞく[除く/他]     除去
のぞく/他       窥视;瞧瞧;往下看;露出
のぞましい[望ましい] 最理想;最好
のぞみ[望み]        愿望;指望;抱负
のぞむ[望む/他]     愿望;指望
のち[後]            ???之后;今后
のちに              然后;以后
ノック              敲门
のど                咽喉;嗓子
のどか(な)      悠闲;宁静;(天气)晴朗
のばす[伸?延ばす/他] 伸展;延长;提高(才能)
のはら[野原]        原野;野地
のびる[伸?延びる/自] 伸长;延期;发挥(才能)
のべる[述べる/他]   叙述;说明;申诉
のぼり[上り]        上坡;上行;进京
のぼる[上?登?昇る/自] 登;上升;进京
のみこむ[飲み込む/他] 咽下;吞下;领会
のみみず[飲み水]    饮用水
のみもの[飲み物]    饮料
のむ[飲む/他]       喝;饮;吸(烟);接受
のり[糊]            浆糊;(衣服)浆
のり                紫菜
のりおり[乗り降り(する/自)] 上下车
のりかえ[乗りかえ]  换车;换乘
のりこす[乗り越す/自] 坐过车站
のりもの[乗り物]    交通工具
のる[乗る/自]       乘;坐;趁
のろい[鈍い]        缓慢;迟钝;磨蹭
のろのろ            迟缓;慢腾腾;缓慢

は
は[刃]              刀刃;刀口
は[葉]              树叶;叶子
は[歯]              牙
ば[場]              场所;场面
ばあい[場合]        场合;情况
パーセント      百分比;百分之???(％)
パーティー          (交际性)聚会;小队
はい[灰]            灰;灰色
はい[肺]            肺;肺脏
はい              (表示应答)是;对;好
ばい[倍]            倍;加倍
はいいろ[灰色(の)]  灰色;暗淡
ばいう[梅雨]        梅雨
バイオリン          小提琴
ハイキング          郊游;徒歩旅行
はいく[俳句]        俳句
バイク              摩托车
